Domain,Sub_domain,Question,Answer,Explanation (detailed),"Refer to, quote"
금융보안법률,전자금융,"전자금융업의 등록을 위해 필요한 인력 요건으로 옳은 것은?
1 전산업무 종사 경력 1년 이상인 임직원 3명 이상
2 전산업무 종사 경력 2년 이상인 임직원 5명 이상
3 전산업무 종사 경력 3년 이상인 임직원 4명 이상
4 전산업무 종사 경력 5년 이상인 임직원 2명 이상",2 전산업무 종사 경력 2년 이상인 임직원 5명 이상,전자금융업의 등록을 위해서는 전산업무 종사 경력이 2년 이상인 임직원을 5명 이상 확보해야 한다. 이는 전자금융업의 원활한 운영을 위한 최소한의 인력 요건이다.,전자금융감독규정 제50조(인력 및 물적 시설 세부요건) 1 법 제28조 및 제29조에 따라 허가를 받거나 등록을 하고자 하는 자는 인력과 물적 시설에 대한 다음 각 호의 요건을 모두 갖추어야 한다. 1. 신청 당시 전산업무 종사 경력이 2년 이상인 임직원을 5명 이상 확보하고 있거나 허가ㆍ등록 시점에 확보 가능할 것.
금융보안법률,전자금융,"전자채권의 등록 및 관리업무를 수행하고자 하는 자가 반드시 해야 할 절차는 무엇인가?
1 금융감독원에 신고
2 금융위원회에 등록
3 대통령령에 따른 허가
4 국세청에 신고",2 금융위원회에 등록,전자채권의 등록 및 관리업무를 수행하고자 하는 자는 금융위원회에 등록해야 한다는 규정이 제29조에 명시되어 있다. 이는 전자채권관리기관으로서의 공식적인 인정을 받기 위한 필수 절차이다.,"제29조(전자채권관리기관의 등록) 1전자채권의 등록 및 관리업무를 행하고자 하는 자는 금융위원회에 등록하여야 한다.

---"
금융보안법률,전자금융,"전자자금이체업무를 행하고자 금융위원회에 등록하기 위해 필요한 최소 자본금은 얼마인가?
1 10억원
2 20억원
3 30억원
4 50억원",2 20억원,"전자금융업자가 제30조에 따라 등록하기 위해서는 업무의 종류별로 자본금 또는 출자총액이 20억원 이상이어야 한다. 이는 전자자금이체업무, 직불전자지급수단의 발행 및 관리, 선불전자지급수단의 발행 및 관리에 해당한다.","전자금융거래법 제30조(자본금) 2 제28조제2항제1호부터 제3호까지의 규정에 따라 등록할 수 있는 자는 자본금 또는 출자총액이 20억원 이상이어야 한다.

---"
금융보안법률,전자금융,"전자금융업자가 허가를 받기 위해 갖추어야 할 요건으로 옳지 않은 것은?
1 자본금 또는 기본재산 보유
2 충분한 전문인력과 전산설비 보유
3 대통령령이 정하는 재무건전성 기준 충족
4 사업계획의 타당성 및 건전성 불필요",4 사업계획의 타당성 및 건전성 불필요,"전자금융업자가 허가를 받기 위해서는 자본금 또는 기본재산을 보유하고, 충분한 전문인력과 전산설비를 갖추며, 대통령령이 정하는 재무건전성 기준을 충족해야 한다. 또한, 사업계획의 타당성과 건전성도 필수 요건이다. 따라서 4번 선택지는 옳지 않다.","""제31조(허가 및 등록의 요건) 1제28조 및 제29조의 규정에 따라 허가를 받거나 등록을 하고자 하는 자는 다음 각 호의 요건을 모두 갖추어야 한다. 제4호 및 제5호는 허가의 경우에 한한다."""
금융보안법률,전자금융,"다음 중 전자금융업자가 허가 또는 등록을 받을 수 없는 결격사유에 해당하지 않는 것은?
1 등록이 말소된 날부터 1년이 지난 법인
2 허가 취소가 있은 날부터 3년이 지나지 않은 법인
3 채무를 변제하지 않은 자로서 금융위원회가 정하는 자
4 회생절차 중에 있는 회사의 대주주",1 등록이 말소된 날부터 1년이 지난 법인,전자금융업자가 허가 또는 등록을 받을 수 없는 결격사유는 제32조에 명시되어 있다. 이 중 하나는 등록이 말소된 날부터 1년이 지나지 않은 법인이다. 다른 선택지는 제32조에 명시된 결격사유와 일치하지 않는다.,제32조(허가와 등록의 결격사유)
금융보안법률,전자금융,"전자금융거래법 제33조에 따르면, 허가ㆍ등록 및 인가를 신청하고자 하는 자는 어디에 신청서를 제출해야 하는가?
1 금융감독원
2 금융위원회
3 법무부
4 국세청",2 금융위원회,"전자금융거래법 제33조에 따르면, 허가ㆍ등록 및 인가를 받고자 하는 자는 대통령령이 정하는 바에 따라 신청서를 금융위원회에 제출해야 한다. 이는 금융위원회가 전자금융 관련 허가 및 등록 절차를 관장하는 기관임을 나타낸다.","전자금융거래법 제33조(허가ㆍ등록 및 인가의 신청 등) 1제28조, 제29조 및 제45조에 따라 허가ㆍ인가를 받거나 등록을 하고자 하는 자는 대통령령이 정하는 바에 따라 신청서를 금융위원회에 제출하여야 한다.

---"
금융보안법률,전자금융,"금융위원회가 예비허가를 결정할 때 확인해야 하는 사항으로 옳은 것은?
1 신청인의 재정 상태
2 본허가 요건 충족 여부
3 신청인의 신용 등급
4 신청인의 사업 계획",2 본허가 요건 충족 여부,"제33조의2 제2항에 따르면, 금융위원회는 예비허가 여부를 결정할 때 예비허가를 받으려는 자가 본허가 요건을 모두 충족할 수 있는지를 확인해야 한다. 이는 본허가를 위한 사전 검토 과정의 일환이다.","""2 금융위원회는 제1항에 따른 예비허가 여부를 결정할 때에는 예비허가를 받으려는 자가 본허가 요건을 모두 충족할 수 있는지를 확인하여야 한다."""
금융보안법률,전자금융,"전자금융업자가 전자금융거래법 제35조에 따라 겸업제한을 위반할 경우, 어떤 조치를 받을 수 있는가?
1 경고
2 과태료 부과
3 영업정지
4 형사처벌",3 영업정지,"제35조에 따르면, 전자금융업자가 겸업제한을 위반할 경우 금융위원회가 과태료를 부과할 수 있다. 이는 법적 규정에 따라 위반 행위에 대한 행정적 제재로서 과태료가 부과되는 것이다.","""제35조 겸업제한 위반 시 과태료 부과"""
금융보안법률,전자금융,"전자금융거래법 제35조에 따른 겸업제한의 목적은 무엇인가?
1 전자금융업자의 수익성 증대
2 전자금융업자의 경영 안정성 확보
3 전자금융업자의 시장 점유율 확대
4 전자금융업자의 기술 혁신 촉진",2 전자금융업자의 경영 안정성 확보,"제35조의 겸업제한은 전자금융업자가 본업에 집중하여 경영의 안정성을 확보하고, 금융시장의 건전성을 유지하기 위한 목적을 가지고 있다. 이는 전자금융업자가 다양한 사업에 분산되어 경영 리스크가 증가하는 것을 방지하기 위한 조치이다.","""제35조 겸업제한의 목적은 경영 안정성 확보"""
금융보안법률,전자금융,"전자금융거래법 제36조에 따라 유사명칭의 사용이 금지된 경우는?
1 전자화폐의 명칭을 사용하는 경우
2 금융기관의 명칭을 사용하는 경우
3 전자금융업자의 명칭을 사용하는 경우
4 전자지급결제대행업자의 명칭을 사용하는 경우",1 전자화폐의 명칭을 사용하는 경우,"전자금융거래법 제36조에 따르면, 전자화폐의 명칭을 사용하는 것은 유사명칭의 사용으로 금지되어 있습니다. 이는 전자화폐의 명칭을 무단으로 사용하여 혼란을 초래하는 것을 방지하기 위한 조치입니다.",전자금융거래법 제36조
금융보안법률,전자금융,"가맹점이 전자화폐 등을 이용한 거래에서 준수해야 할 사항으로 옳지 않은 것은?
1 가맹점은 전자화폐 등을 이유로 재화 또는 용역 제공을 거절할 수 없다.
2 가맹점은 이용자로 하여금 가맹점수수료를 부담하게 할 수 있다.
3 가맹점은 실제 매출금액을 초과하여 전자화폐 등으로 거래할 수 없다.
4 가맹점은 다른 가맹점 이름으로 전자화폐 등으로 거래할 수 없다.",2 가맹점은 이용자로 하여금 가맹점수수료를 부담하게 할 수 있다.,"가맹점은 전자화폐 등을 이유로 재화 또는 용역 제공을 거절하거나 이용자를 불리하게 대우할 수 없으며, 이용자로 하여금 가맹점수수료를 부담하게 할 수 없다. 또한, 실제 매출금액을 초과하여 거래하거나 다른 가맹점 이름으로 거래하는 행위는 금지되어 있다.","제37조(가맹점의 준수사항 등) 1, 2, 3

---"
금융보안법률,전자금융,"금융회사 및 전자금융업자가 외부주문등에 관한 계약을 체결하거나 변경할 때 준수해야 할 기준은 무엇인가?
1 금융위원회가 정하는 기준
2 금융감독원이 정하는 기준
3 전자금융업자가 정하는 기준
4 금융회사가 자체적으로 정하는 기준",1 금융위원회가 정하는 기준,"금융회사 및 전자금융업자는 전자금융거래와 관련하여 외부주문등에 관한 계약을 체결하거나 변경할 때, 전자금융거래의 안전성 및 신뢰성과 금융회사 및 전자금융업자의 건전성을 확보할 수 있도록 금융위원회가 정하는 기준을 준수해야 한다.","""제40조(외부주문등에 대한 감독 및 검사) 1금융회사 및 전자금융업자는 전자금융거래와 관련하여 전자금융보조업자와 제휴, 위탁 또는 외부주문에 관한 계약을 체결하거나 변경하는 때에는 금융위원회가 정하는 기준을 준수하여야 한다."""
금융보안법률,전자금융,"금융감독원장이 외부주문등과 관련하여 금융회사 또는 전자금융업자에 대한 검사를 할 때, 전자금융보조업자에게 요구할 수 있는 것은 무엇인가?
1 계약 해지
2 자료 제출
3 경영 개선
4 서비스 중단",2 자료 제출,"금융감독원장은 외부주문등과 관련하여 금융회사 또는 전자금융업자에 대한 검사를 하는 경우, 금융위원회가 정하는 기준에 따라 전자금융보조업자에게 자료 제출을 요구할 수 있다.","""제40조(외부주문등에 대한 감독 및 검사) 3금융감독원장은 제1항의 규정에 따른 외부주문등과 관련하여 금융회사 또는 전자금융업자에 대한 검사를 하는 경우에는 금융위원회가 정하는 기준에 따라 그 전자금융보조업자에 대한 자료 제출을 요구할 수 있다."""
금융보안법률,전자금융,"한국은행이 금융통화위원회의 요청에 따라 금융회사 및 전자금융업자에게 자료제출을 요구할 수 있는 경우는?
1 전자금융거래의 보안 강화를 위해
2 통화신용정책의 수행 및 지급결제제도의 원활한 운영을 위해
3 금융회사의 경영 실적 분석을 위해
4 전자금융거래의 통계조사를 위해",2 통화신용정책의 수행 및 지급결제제도의 원활한 운영을 위해,한국은행은 금융통화위원회가 전자지급거래와 관련하여 통화신용정책의 수행 및 지급결제제도의 원활한 운영을 위해 필요하다고 인정하는 경우에 금융회사 및 전자금융업자에게 자료제출을 요구할 수 있다. 이는 제41조에 명시되어 있다.,전자금융거래법 제41조(한국은행의 자료제출 요구 등) 1
금융보안법률,전자금융,"한국은행이 금융감독원에 검사를 요구할 수 있는 경우는?
1 전자금융거래의 보안 강화를 위해
2 통화신용정책의 수행을 위해
3 금융회사의 경영 실적 분석을 위해
4 전자금융거래의 통계조사를 위해",2 통화신용정책의 수행을 위해,한국은행은 금융통화위원회가 통화신용정책의 수행을 위해 필요하다고 인정하는 경우에 전자화폐발행자 및 등록된 금융회사 및 전자금융업자에 대해 금융감독원에 검사를 요구할 수 있다. 이는 제41조에 명시되어 있다.,전자금융거래법 제41조(한국은행의 자료제출 요구 등) 2
금융보안법률,전자금융,"전자금융업자가 준수해야 할 경영지도기준에 해당하지 않는 것은 무엇인가?
1 자본의 적정성
2 자산의 건전성
3 유동성
4 고객 만족도",4 고객 만족도,"전자금융업자가 준수해야 할 경영지도기준은 자본의 적정성, 자산의 건전성, 유동성 등이다. 고객 만족도는 경영지도기준에 포함되지 않는다.",제42조 회계처리 구분 및 건전경영지도
금융보안법률,전자금융,"전자금융업자가 회계처리를 구분해야 하는 이유로 가장 적절한 것은?
1 고객의 신뢰를 얻기 위해
2 경영의 투명성을 확보하기 위해
3 직원의 만족도를 높이기 위해
4 시장 점유율을 확대하기 위해",2 경영의 투명성을 확보하기 위해,"전자금융업자가 회계처리를 구분하는 것은 경영의 투명성을 확보하고, 전자금융거래와 관련한 업무 및 경영 실적을 명확히 하기 위함이다.",제42조 회계처리 구분 및 건전경영지도
금융보안법률,전자금융,"금융위원회가 전자금융업자의 허가 또는 등록을 취소할 수 있는 사유로 옳지 않은 것은?
1 허위 방법으로 허가를 받은 경우
2 업무 정지명령을 위반한 경우
3 1년 이상 영업을 하지 않은 경우
4 전자금융거래의 지급 및 결제를 위한 업무를 계속한 경우",4 전자금융거래의 지급 및 결제를 위한 업무를 계속한 경우,"금융위원회는 허위 방법으로 허가를 받거나, 업무 정지명령을 위반하거나, 1년 이상 영업을 하지 않은 경우 허가 또는 등록을 취소할 수 있다. 그러나 전자금융거래의 지급 및 결제를 위한 업무를 계속하는 것은 허가 취소 사유가 아니다.",제43조(허가와 등록의 취소 등)
금융보안법률,전자금융,"금융위원회가 전자금융업자에게 업무 정지를 명할 수 있는 사유로 옳은 것은?
1 제6조제1항의 규정을 위반한 경우
2 허위 방법으로 허가를 받은 경우
3 법인의 합병으로 영업을 종료한 경우
4 전자금융거래의 지급 및 결제를 위한 업무를 계속한 경우",1 제6조의 규정을 위반한 경우,"금융위원회는 제6조의 규정을 위반한 경우 전자금융업자에게 업무 정지를 명할 수 있다. 허위 방법으로 허가를 받은 경우는 허가 취소 사유이며, 법인의 합병으로 영업을 종료한 경우는 허가 취소 사유이다. 전자금융거래의 지급 및 결제를 위한 업무를 계속하는 것은 업무 정지 사유가 아니다.",제43조(허가와 등록의 취소 등)
금융보안법률,전자금융,"전자금융거래법 제44조에 따르면, 청문 절차가 필요한 경우는 무엇인가?
1 전자금융거래의 중단
2 전자금융업자의 등록 취소
3 전자금융거래의 수수료 변경
4 전자금융거래의 보안 점검",2 전자금융업자의 등록 취소,제44조는 전자금융업자의 등록 취소와 같은 중요한 행정 처분을 내릴 때 청문 절차를 거쳐야 한다고 규정하고 있다. 이는 당사자의 의견을 듣고 공정한 결정을 내리기 위함이다.,전자금융감독규정 제44조
금융보안법률,전자금융,"전자금융업무의 폐지를 위해 필요한 조건으로 옳지 않은 것은?
1 해당 금융회사의 경영 및 재무상태 등에 비추어 부득이한 사정이 있을 것
2 전자화폐 이용자 및 가맹점 보호와 신용질서유지에 지장을 주지 않을 것
3 관계 법령에 따른 절차이행에 하자가 있을 것
4 금융위원회의 인가를 받을 것",3 관계 법령에 따른 절차이행에 하자가 있을 것,"전자금융업무의 폐지를 위해서는 관계 법령에 따른 절차이행에 하자가 없어야 한다. 이는 법적 절차의 준수를 의미하며, 하자가 있을 경우 인가가 거부될 수 있다.",전자금융거래법 시행령 제45조제1항제2호
금융보안법률,전자금융,"전자금융거래법 제45조의2에 따른 예비인가 절차에 대한 설명으로 옳은 것은?
1 예비인가는 본인가 요건을 충족하지 않아도 신청할 수 있다.
2 금융위원회는 예비인가를 받은 자가 본인가를 신청할 때 예비인가 조건 이행 여부를 확인한다.
3 예비인가는 본인가와 동일한 절차로 진행된다.
4 예비인가를 받은 자는 본인가를 신청할 필요가 없다.",2 금융위원회는 예비인가를 받은 자가 본인가를 신청할 때 예비인가 조건 이행 여부를 확인한다.,"제45조의2에 따르면, 금융위원회는 예비인가를 받은 자가 본인가를 신청할 경우, 예비인가 조건을 이행하였는지와 본인가 요건을 모두 충족하는지를 확인한 후 본인가 여부를 결정해야 한다.",전자금융거래법 제45조의2
금융보안법률,전자금융,"예비인가와 관련하여 금융위원회가 할 수 있는 조치로 옳은 것은?
1 예비인가를 받은 자에게 추가적인 조건을 부과할 수 없다.
2 예비인가 신청 시 이해관계인의 의견을 요청할 수 있다.
3 예비인가를 받은 자는 본인가 신청 시 예비인가 조건을 무시할 수 있다.
4 예비인가를 받은 자는 본인가 신청 없이 영업을 시작할 수 있다.",2 예비인가 신청 시 이해관계인의 의견을 요청할 수 있다.,"금융위원회는 예비인가의 심사를 위해 필요하다고 인정하는 경우, 예비인가 신청에 대해 이해관계인의 의견을 요청할 수 있다.",전자금융감독규정 제44조
금융보안법률,전자금융,"금융위원회가 전자금융업자가 전자금융거래정보를 타인에게 제공하거나 누설한 경우 부과할 수 있는 과징금의 최대 금액은?
1 10억 원
2 20억 원
3 50억 원
4 100억 원",3 50억 원,"금융위원회는 전자금융업자가 전자금융거래정보를 타인에게 제공하거나 누설한 경우, 제46조에 따라 최대 50억 원 이하의 과징금을 부과할 수 있다.","""금융위원회는 금융회사 또는 전자금융업자가 제21조제1항 또는 제2항을 위반하여 전자금융거래정보를 타인에게 제공 또는 누설하거나 업무상 목적 외에 사용한 경우에는 50억 원 이하의 과징금을 부과할 수 있다."""
금융보안법률,전자금융,"금융위원회가 업무정지명령에 갈음하여 부과할 수 있는 과징금의 최대 금액은?
1 1천만 원
2 3천만 원
3 5천만 원
4 1억 원",3 5천만 원,금융위원회는 제43조제2항에 따라 업무정지명령에 갈음하여 최대 5천만 원 이하의 과징금을 부과할 수 있다.,"""금융위원회는 금융회사 또는 전자금융업자가 제43조제2항 각 호의 어느 하나에 해당하게 된 때에는 대통령령이 정하는 바에 따라 업무정지명령에 갈음하여 5천만원 이하의 과징금을 부과할 수 있다."""
금융보안법률,전자금융,"과오납금의 환급에 관한 설명으로 옳은 것은?
1 금융위원회는 과오납금을 환급할 때 환급받을 자의 다른 과징금에 충당할 수 없다.
2 금융위원회는 과오납금을 환급할 때 가산금 이율을 적용하여 환급가산금을 지급해야 한다.
3 금융위원회는 과오납금 환급 시 환급받을 자의 청구가 있을 때만 환급한다.
4 금융위원회는 과오납금을 환급할 때 과징금을 납부한 날부터 환급일까지의 이자를 지급하지 않는다.",2 금융위원회는 과오납금을 환급할 때 가산금 이율을 적용하여 환급가산금을 지급해야 한다.,"금융위원회는 과오납금을 환급할 때, 과징금을 납부한 날의 다음 날부터 환급하는 날까지의 기간에 대해 대통령령으로 정하는 가산금 이율을 적용하여 산정한 환급가산금을 지급해야 한다. 이는 과오납금 환급 시 환급받을 자에게 추가적인 금전적 보상을 제공하기 위한 조치이다.",제46조의2(과오납금의 환급) 3 금융위원회가 제1항에 따라 과오납금을 환급하는 경우에는 과징금을 납부한 날의 다음 날부터 환급하는 날까지의 기간에 대하여 대통령령으로 정하는 가산금 이율을 적용하여 산정한 환급가산금을 환급받을 자에게 지급하여야 한다.
금융보안법률,전자금융,"전자금융거래법 제47조에 따라 한국은행이 전자금융거래 통계조사를 실시할 수 있는 이유로 가장 적절한 것은?
1 전자금융거래의 보안 강화를 위해
2 전자금융거래의 현황 파악과 통화신용정책의 수립 및 시행을 위해
3 전자금융거래의 수익성 분석을 위해
4 전자금융거래의 국제 경쟁력 강화를 위해",2 전자금융거래의 현황 파악과 통화신용정책의 수립 및 시행을 위해,"전자금융거래법 제47조에 따르면, 한국은행은 전자금융거래의 현황을 파악하고 효과적인 통화신용정책을 수립 및 시행하기 위해 전자금융거래에 관한 통계조사를 실시할 수 있다. 이는 전자금융거래의 보안 강화나 수익성 분석, 국제 경쟁력 강화와는 직접적인 관련이 없다.","전자금융거래법 제47조

---"
금융보안법률,전자금융,"전자금융거래법 제47조에 따라 자료 제출 요구를 받은 기관이 정당한 사유 없이 응하지 않을 경우, 해당 기관이 위반하게 되는 조항은?
1 제47조 제1항
2 제47조 제2항
3 제47조 제3항
4 제47조 제4항",2 제47조 제2항,"전자금융거래법 제47조 제2항에 따르면, 자료 제출 요구를 받은 정부기관, 금융회사 등과 전자금융거래 관련 법인과 단체는 정당한 사유가 없는 한 이에 응해야 한다. 따라서 정당한 사유 없이 응하지 않을 경우 제47조 제2항을 위반하게 된다.",전자금융거래법 제47조
금융보안법률,전자금융,"전자금융거래법 제48조에 따르면, 금융위원회가 권한을 위탁할 수 있는 업무에 해당하지 않는 것은 무엇인가?
1 인증방법에 관한 기준의 설정
2 전자금융기반시설의 취약점 분석ㆍ평가 결과의 접수
3 약관의 제정 및 변경 보고의 접수
4 민감정보 및 고유식별정보의 처리",4 민감정보 및 고유식별정보의 처리,"제48조에서는 금융위원회가 권한을 위탁할 수 있는 여러 업무를 규정하고 있습니다. 인증방법에 관한 기준의 설정, 전자금융기반시설의 취약점 분석ㆍ평가 결과의 접수, 약관의 제정 및 변경 보고의 접수는 모두 위탁 가능한 업무로 명시되어 있습니다. 그러나 민감정보 및 고유식별정보의 처리는 제48조에서 언급된 위탁 가능한 업무에 포함되지 않습니다.",제48조 권한의 위탁
금융보안법률,전자금융,"금융감독원이 전자금융거래법 제48조에 따라 위탁받은 업무의 처리결과를 보고해야 하는 기관은 어디인가?
1 기획재정부
2 금융위원회
3 국회
4 법무부",2 금융위원회,"제48조에 따르면, 금융감독원장은 위탁받은 업무의 처리결과를 금융위원회에 보고해야 합니다. 이는 금융위원회가 위탁한 업무의 결과를 확인하고 관리하기 위한 절차로, 금융위원회에 보고하는 것이 명시되어 있습니다.",제48조 권한의 위탁
금융보안법률,전자금융,"전자금융기반시설에 접근하여 데이터를 조작, 파괴, 은닉 또는 유출한 경우, 전자금융거래법 제49조에 따라 받을 수 있는 처벌은 무엇인가?
1 5년 이하의 징역 또는 5천만원 이하의 벌금
2 7년 이하의 징역 또는 5천만원 이하의 벌금
3 10년 이하의 징역 또는 1억원 이하의 벌금
4 3년 이하의 징역 또는 3천만원 이하의 벌금",3 10년 이하의 징역 또는 1억원 이하의 벌금,"제49조에 따르면, 전자금융기반시설에 접근하여 데이터를 조작, 파괴, 은닉 또는 유출한 자는 10년 이하의 징역 또는 1억원 이하의 벌금에 처해질 수 있다. 이는 전자금융의 안전성을 심각하게 위협하는 행위로 간주되기 때문이다.","""제49조(벌칙) 1 다음 각 호의 어느 하나에 해당하는 자는 10년 이하의 징역 또는 1억원 이하의 벌금에 처한다."""
금융보안법률,전자금융,"전자금융거래법 제49조에 따라, 접근매체를 위조하거나 변조한 경우 받을 수 있는 처벌은 무엇인가?
1 5년 이하의 징역 또는 5천만원 이하의 벌금
2 7년 이하의 징역 또는 5천만원 이하의 벌금
3 10년 이하의 징역 또는 1억원 이하의 벌금
4 3년 이하의 징역 또는 3천만원 이하의 벌금",2 7년 이하의 징역 또는 5천만원 이하의 벌금,"제49조에 따르면, 전자금융기반시설에 컴퓨터 바이러스, 논리폭탄 등을 투입하여 데이터를 파괴한 자는 10년 이하의 징역 또는 1억원 이하의 벌금에 처해질 수 있다. 이는 전자금융의 안전성을 심각하게 위협하는 행위로 간주되기 때문이다.","""제49조(벌칙) 1 다음 각 호의 어느 하나에 해당하는 자는 10년 이하의 징역 또는 1억원 이하의 벌금에 처한다."""
금융보안법률,전자금융,"전자금융거래법 제51조에 따라 5천만원 이하의 과태료가 부과될 수 있는 경우로 옳지 않은 것은?
1 제21조제1항을 위반하여 선량한 관리자로서의 주의를 다하지 않은 경우
2 제25조의2제1항을 위반하여 선불충전금을 별도관리하지 않은 경우
3 제36조를 위반하여 전자화폐의 명칭을 사용한 경우
4 제40조제6항을 위반하여 제3자에게 재위탁을 한 경우",4 제40조제6항을 위반하여 제3자에게 재위탁을 한 경우,"제51조에 따르면, 제21조제1항을 위반하여 선량한 관리자로서의 주의를 다하지 않은 경우에는 5천만원 이하의 과태료가 부과될 수 있습니다. 다른 선택지는 과태료 부과 사유에 해당하지 않거나 위반하지 않은 경우입니다.","""제51조(과태료) 1 다음 각 호의 어느 하나에 해당하는 자에게는 5천만원 이하의 과태료를 부과한다.""

---"
금융보안법률,전자금융,"다음 중 전자금융거래법 제51조에 따라 과태료 부과 대상이 아닌 경우는?
1 제36조를 위반하여 전자화폐의 명칭을 사용한 경우
2 제39조제3항에 따른 검사, 자료제출을 거부한 경우
3 제42조제1항을 위반하여 거짓 보고서를 제출한 경우
4 제6조의3을 위반하여 계좌와 관련된 정보를 제공한 경우",4 제25조의2제1항을 준수하여 선불충전금을 별도관리한 경우,"제51조에 따르면, 제25조의2제1항을 준수하여 선불충전금을 별도관리한 경우는 과태료 부과 대상이 아닙니다. 나머지 선택지는 모두 과태료 부과 대상에 해당합니다.","""제51조(과태료) 1 다음 각 호의 어느 하나에 해당하는 자에게는 5천만원 이하의 과태료를 부과한다."""
금융보안법률,전자금융,"전자적 장치로부터의 현금 출금 최고한도로 옳은 것은?
1 1천만원
2 1억원
3 50만원
4 100억원",1 1천만원,"전자적 장치로부터의 현금 출금 최고한도는 1천만원의 범위에서 금융위원회가 정하여 고시한다. 다만, 금융회사 또는 전자금융업자와 이용자 간에 별도의 계약이 있는 경우에는 그 최고한도를 달리 정할 수 있다.",전자금융거래법 제23조
금융보안법률,전자금융,"전자금융거래법 제24조에 따르면, 금융회사 또는 전자금융업자가 약관을 변경할 때 이용자에게 통지해야 하는 시점은 언제인가?
1 변경되는 약관의 시행일 1주일 전
2 변경되는 약관의 시행일 1개월 전
3 변경되는 약관의 시행일 3개월 전
4 변경되는 약관의 시행일 6개월 전",2 변경되는 약관의 시행일 1개월 전,"전자금융거래법 제24조 제3항에 따르면, 금융회사 또는 전자금융업자가 약관을 변경하는 경우 변경되는 약관의 시행일 1개월 전에 이를 게시하고 이용자에게 알려야 한다. 이는 이용자에게 충분한 시간을 제공하여 변경된 약관을 숙지하고 이에 대한 이의를 제기할 수 있도록 하기 위함이다.","전자금융거래법 제24조 제3항

---"
금융보안법률,전자금융,"전자금융거래에 관한 약관을 제정하거나 변경하고자 할 때 금융회사 또는 전자금융업자가 미리 보고해야 하는 기관은 어디인가?
1 금융감독원
2 금융위원회
3 한국은행
4 금융결제원",2 금융위원회,"전자금융거래법 제25조에 따르면, 금융회사 또는 전자금융업자가 전자금융거래에 관한 약관을 제정하거나 변경하고자 하는 경우에는 미리 금융위원회에 보고해야 한다.","전자금융거래법 제25조(약관의 제정 및 변경) 1금융회사 또는 전자금융업자가 전자금융거래에 관한 약관을 제정하거나 변경하고자 하는 경우에는 미리 금융위원회에 보고하여야 한다.

---"
금융보안법률,전자금융,"전자금융거래법 제25조에 따르면, 금융회사 또는 전자금융업자가 약관을 변경한 후 10일 이내에 금융위원회에 보고할 수 있는 경우는 어떤 경우인가?
1 이용자의 권익이나 의무에 불리한 영향이 없는 경우
2 법령의 개정으로 인한 경우
3 금융감독원의 권고가 있는 경우
4 전자금융거래의 계약을 해지한 경우",1 이용자의 권익이나 의무에 불리한 영향이 없는 경우,"전자금융거래법 제25조에 따르면, 금융회사 또는 전자금융업자가 전자금융거래에 관한 약관을 제정하거나 변경하고자 하는 경우에는 미리 금융위원회에 보고해야 하지만, 이용자의 권익이나 의무에 불리한 영향이 없는 경우에는 약관의 제정 또는 변경 후 10일 이내에 금융위원회에 보고할 수 있다.","전자금융거래법 제25조(약관의 제정 및 변경) 1금융회사 또는 전자금융업자가 전자금융거래에 관한 약관을 제정하거나 변경하고자 하는 경우에는 미리 금융위원회에 보고하여야 한다. 다만, 이용자의 권익이나 의무에 불리한 영향이 없는 경우로서 금융위원회가 정하는 경우에는 약관의 제정 또는 변경 후 10일 이내에 금융위원회에 보고할 수 있다."
금융보안법률,전자금융,"전자금융거래법 제27조에 따르면, 이용자가 손해배상 등의 분쟁처리를 요구할 때 금융회사 또는 전자금융업자가 처리 결과를 이용자에게 통보해야 하는 기한은?

1 7일 이내
2 10일 이내
3 15일 이내
4 30일 이내",3 15일 이내,"전자금융거래법 제27조에 따르면, 이용자가 손해배상 등의 분쟁처리를 요구하는 경우 금융회사 또는 전자금융업자는 15일 이내에 손해배상 등 분쟁처리에 대한 조사 또는 처리 결과를 이용자에게 알려야 한다.",전자금융거래법 제27조
금융보안법률,전자금융,"전자채권관리기관의 전자채권 등록에 관한 절차와 방법 그 밖에 필요한 사항은 무엇으로 정하는가?
1 금융위원회의 고시
2 대통령령
3 국회의 법률
4 금융감독원의 지침",2 대통령령,전자채권관리기관의 전자채권 등록에 관한 절차와 방법 그 밖에 필요한 사항은 대통령령으로 정한다. 이는 전자채권의 등록 절차를 명확히 하고 일관성을 유지하기 위함이다.,제29조(전자채권관리기관의 등록) 3전자채권관리기관의 전자채권 등록에 관한 절차와 방법 그 밖에 필요한 사항은 대통령령으로 정한다.
금융보안법률,전자금융,"다음 중 전자금융업자가 법 제30조에 따라 등록할 수 있는 자본금 요건으로 옳지 않은 것은?
1 전자자금이체업무: 30억원
2 직불전자지급수단의 발행 및 관리: 20억원
3 선불전자지급수단의 발행 및 관리: 20억원
4 전자지급결제대행: 50억원",4 전자지급결제대행: 50억원,"전자지급결제대행에 관한 업무의 경우, 법 제30조에 따라 등록할 수 있는 자본금 요건은 3억원 이상이다. 따라서 50억원은 옳지 않은 금액이다.","전자금융거래법 제30조(자본금) 2 제28조제2항제1호부터 제3호까지의 규정에 따라 등록할 수 있는 자는 다음 각 호의 어느 하나에 해당하는 자로 하되, 업무의 종류별로 자본금 또는 출자총액이 20억원 이상으로서 대통령령으로 정하는 금액 이상이어야 한다."
